1.0,Name,As self,As role
0.397059,"MacDonald, Norm (I)",162,246
0.396947,"Hardy, Tom (I)",52,79
0.396104,"Fegan, Roshon",61,93
0.395954,"Ferguson, Jesse Tyler",137,209
0.395939,"de Carvalho, Paulo (I)",78,119
0.395833,"Salminen, Eppu",76,116
0.395522,"Watts, Shannon (I)",53,81
0.395161,"Harrelson, Woody",196,300
0.394958,"Pepper, Barry",47,72
0.393939,"Mikkelsen, Mads",78,120
0.393701,"Buscemi, Steve",150,231
0.393103,"Sarpong, Sam",57,88
0.393056,"Newhart, Bob",283,437
0.392857,"Ulmen, Christian",44,68
0.392473,"Pullman, Bill (I)",73,113
0.392405,"Stumvoll, Robert",62,96
0.392157,"Arיvalo, Raתl (I)",80,124
0.391753,"Jahchan, Rudy",38,59
0.391753,"Dylan, Paris",38,59
0.391304,"Coster-Waldau, Nikolaj",63,98
0.391089,"Arkin, Alan",79,123
0.390756,"Suosalo, Martti",93,145
0.390728,"Bondam, Klaus",59,92
0.390041,"Caltabiano, Giancarlo",94,147
0.38961,"Griffin, Eddie (I)",90,141
0.389439,"Mapa, Alec",118,185
0.389408,"Lawrence, Martin (I)",125,196
0.389262,"Carlos, Jordan",58,91
0.389163,"Nolte, Nick",79,124
0.389049,"Wallach, Eli",135,212
0.388489,"Holcomb, Corey",54,85
0.388416,"Walsh, Bradley (II)",228,359
0.38806,"Lee, Jon (II)",52,82
0.387978,"Heder, Jon",71,112
0.387931,"Urban, Karl",45,71
0.387435,"Goldthwait, Bobcat",148,234
0.387435,"Cameron, Kirk (I)",148,234
0.387368,"Black, Michael Ian",184,291
0.387255,"Hjortshרj, Lars",158,250
0.386792,"Kavanian, Rick",41,65
0.386139,"Suissa, Meir",39,62
0.386139,"Magimel, Benoמt",39,62
0.386139,"Attwater, Sam",39,62
0.3861,"Schmidt, Jonas (I)",100,159
0.386047,"Gosling, Ryan",83,132
0.385965,"Gordon-Levitt, Joseph",154,245
0.385809,"Gossett Jr., Louis",174,277
0.385675,"Williams, Billy Dee",140,223
0.385621,"Remus, Robert",118,188
0.385417,"Carרe, Michael",74,118
0.385321,"Schweighצfer, Matthias",42,67
0.385214,"Shepard, Dax",99,158
0.385159,"Prachar, Jakub",109,174
0.385093,"Pilgaard, Ulf",62,99
0.385,"Valentine, Gary (I)",77,123
0.38491,"Stewart, Patrick (I)",301,481
0.384615,"Kelley, Malcolm David",45,72
0.384615,"Bell, Tone",35,56
0.384211,"Ealy, Michael",73,117
0.383721,"Hernandez, Shawn",33,53
0.383041,"Braff, Zach",131,211
0.3829,"Arquette, David (I)",206,332
0.382883,"Sparks, Ron",85,137
0.382812,"Gallienne, Guillaume",49,79
0.382637,"Wayans, Shawn",119,192
0.382353,"Cluzet, Franחois",65,105
0.382199,"Bedia, Ramzy",73,118
0.381944,"Marcus, Mr. (I)",55,89
0.381356,"McGlone, Michael (I)",45,73
0.380952,"Jרrgensen, Jimmy",40,65
0.380597,"de la Torre, Antonio (I)",51,83
0.380463,"Schirripa, Steve",148,241
0.380038,"Estrada, Erik (I)",198,323
0.379763,"Alexander, Jason (I)",289,472
0.37963,"Torry, Joe",41,67
0.379518,"Ayoade, Richard",63,103
0.37931,"Lowe, Rob (I)",264,432
0.379121,"Duffy, Keith (II)",138,226
0.378676,"Rochefort, Jean",103,169
0.378049,"Gustafsson, Robert (I)",93,153
0.377672,"Casanovas, ְlex",159,262
0.377622,"Madsen, Uffe Rרrbזk",54,89
0.377551,"Murphy, Cillian",37,61
0.377551,"Cao, Luis",37,61
0.377483,"Lיgitimus, Pascal",57,94
0.377358,"Glans, Johan",60,99
0.377358,"Burke, John (X)",40,66
0.377049,"Pou, Josep Maria",207,342
0.376569,"Roth, Tim (I)",90,149
0.376569,"Lithgow, John (I)",180,298
0.37594,"Willaume, Alexandre",50,83
0.375527,"Gad, Josh",89,148
0.375342,"Coburn, James (I)",137,228
0.375,"Song, Jae-rim",39,65
0.375,"Hutchison, Doug (I)",42,70
0.375,"Cribbins, Bernard",171,285
0.374354,"Jeremy, Ron",362,605
0.374286,"Fischer, Ottfried",131,219
0.374251,"Phillips, Lou Diamond",125,209
0.373626,"Spellman, Ceallach",34,57
0.373418,"Ruehl, Franklin",59,99
0.373333,"Petersson, Johan (III)",56,94
0.373333,"Diggs, Taye",140,235
0.373239,"Atkinson, Rowan",106,178
0.372881,"Weaving, Hugo",66,111
0.372549,"Demir, Ergn",57,96
0.372549,"Crockett, Affion",38,64
0.371728,"Rouve, Jean-Paul",71,120
0.371648,"Rudolf, Pיter",97,164
0.371571,"Bonneville, Hugh",149,252
0.371429,"Manrique, Julio",91,154
0.371429,"Le Bihan, Samuel",39,66
0.371134,"Ahmed, Ahmed (I)",36,61
0.370607,"Bean, Sean",116,197
0.370192,"Sabatino, Joe",77,131
0.370091,"Duchovny, David",245,417
0.369863,"Liefers, Jan Josef",54,92
0.369863,"Briggs, Nicholas",54,92
0.369565,"Marini, Gilles",85,145
0.368984,"Armisen, Fred",276,472
0.368946,"Wagner, Robert (I)",259,443
0.368932,"Liddy, G. Gordon",38,65
0.368852,"Jansson, Anders (II)",45,77
0.368852,"Colletti, Stephen",45,77
0.36875,"Velבzquez, Diego (III)",59,101
0.36875,"Coppens, Staf",59,101
0.368421,"Fiennes, Joseph",49,84
0.368159,"Coogan, Steve",148,254
0.367946,"Cross, David (II)",163,280
0.367647,"Perez, Vincent (III)",50,86
0.367647,"Morse, Robert (I)",125,215
0.367308,"Coronado, Josי",191,329
0.366972,"Kinane, Kyle",40,69
0.366667,"Highmore, Freddie",44,76
0.365385,"Schneider, David (IV)",57,99
0.365385,"Edwards, Dean (I)",38,66
0.364865,"Irrera, Dom",81,141
0.364865,"Darby, Rhys",54,94
0.364653,"Wheaton, Wil",163,284
0.364372,"Eccleston, Christopher",90,157
0.364198,"Dennis, Les (I)",177,309
0.363992,"Hammond, Darrell (I)",186,325
0.363636,"Taccone, Jorma",36,63
0.362903,"Thompson, Kit (II)",90,158
0.362869,"Majumder, Shaun",86,151
0.362745,"Fielder, Nathan",37,65
0.362256,"Kaufman, Lloyd",167,294
0.361789,"Nanjiani, Kumail",89,157
0.361702,"Springfield, Rick",119,210
0.361559,"Arias, Imanol",269,475
0.361446,"Becker, Ben (I)",60,106
0.36129,"Jackson, Bret",56,99
0.361111,"O'Hurley, John",221,391
0.360825,"Ulloa, Tristבn",70,124
0.360825,"Clement, Jemaine",35,62
0.360606,"Hayes, Isaac (I)",119,211
0.360465,"Francisco, Jason (I)",217,385
0.360294,"Dussollier, Andrי",98,174
0.360179,"Rago, Pablo (I)",161,286
0.36,"Jobrani, Maz",54,96
0.359897,"Levi, Zachary",140,249
0.359489,"San Francisco, Enrique",197,351
0.359447,"Urie, Michael",78,139
0.359223,"Segel, Jason",148,264
0.359091,"Monteith, Cory",79,141
0.358824,"Cranston, Bryan",244,436
0.358779,"Lafitte, Laurent",47,84
0.358696,"Peסa, Michael",66,118
0.358306,"Nesbitt, James (I)",110,197
0.358306,"Esten, Charles",110,197
0.358209,"Novo, Nancho",72,129
0.358209,"Coltrane, Robbie",96,172
0.358108,"Puyol, Pablo (I)",106,190
0.357798,"Bertran, Xavier",39,70
0.357607,"Van Dyke, Dick",275,494
0.357143,"McBride, Danny (IV)",50,90
0.357143,"Gףis, Miguel (I)",35,63
0.356522,"Hallervorden, Dieter",82,148
0.356436,"Stratmann, Ludger",36,65
0.356098,"Guest, Christopher (I)",73,132
0.356061,"Villalba, Josי Manuel",47,85
0.356061,"Ifans, Rhys",47,85
0.355828,"Luthman, Joey",58,105
0.355795,"Pertwee, Sean",132,239
0.355372,"Fleet, Greg",43,78
0.35514,"Lawrence, Zack (I)",38,69
0.35514,"Langella, Frank",76,138
0.35497,"Dempsey, Patrick (I)",175,318
0.354167,"Sechler, Craig (I)",34,62
0.353982,"Hoskins, Bob (I)",80,146
0.353741,"Giraud, Roland",52,95
0.353234,"Kramבr, Maros",71,130
0.353226,"Stiller, Jerry",219,401
0.352941,"Scheider, Roy",84,154
0.352941,"Barry, Todd",66,121
0.352459,"Lesnar, Brock",86,158
0.352381,"Song, Joong-ki",37,68
0.352201,"Rhys Meyers, Jonathan",56,103
0.351562,"Frצdin, Peter",45,83
0.351351,"Kholghi, Farshad",39,72
0.351351,"Austin, Steve (IV)",312,576
0.351171,"Bhaskar, Sanjeev",105,194
0.351145,"Duke, Bill (I)",46,85
0.350515,"Finnegan, Christian",34,63
0.35023,"Penn, Kal",76,141
0.349754,"Day, Mikey (I)",71,132
0.34965,"Khan, Shah Rukh (I)",50,93
0.34965,"Hirviniemi, Aku",100,186
0.349057,"Funches, Ron",37,69
0.348936,"Osment, Haley Joel",82,153
0.348901,"Hurst, Michael (I)",127,237
0.348872,"Selleck, Tom",232,433
0.348837,"Humphries, Barry",105,196
0.348765,"Stamos, John",226,422
0.348285,"Arditi, Pierre",132,247
0.348066,"Leblanc, Tony",126,236
0.347826,"Theroux, Justin",56,105
0.347826,"Daniel (III)",72,135
0.347619,"McHale, Kevin (II)",73,137
0.347561,"Vargas, Joe (I)",57,107
0.347534,"Marin, Cheech",155,291
0.347368,"Buck, Detlev (I)",33,62
0.347072,"Macy, William H.",160,301
0.347059,"Garcםa Sבenz, Javier",59,111
0.347032,"Hurt, William",76,143
0.346939,"Winslow, Michael (I)",51,96
0.346821,"Corbett, Michael (I)",120,226
0.346535,"Perfect, Eddie",35,66
0.346041,"Jeong, Ken",118,223
0.345455,"Dorff, Stephen",57,108
0.345133,"Brown, J. Anthony",39,74
0.344828,"Massey, Christopher (II)",40,76
0.344828,"Ferrara, Jerry",70,133
0.344828,"Drew-Honey, Tyger",60,114
0.344498,"Gandolfini, James",72,137
0.344371,"Miller, T.J.",104,198
0.344,"Agustin, Marvin",43,82
0.343949,"Catucci, John",54,103
0.343891,"Mulroney, Dermot",76,145
0.34386,"Long, Justin (I)",98,187
0.343849,"Francella, Guillermo",109,208
0.34375,"Snuka, Jimmy",55,105
0.34375,"Krasinski, John",121,231
0.34375,"Dores, Tiago",33,63
0.34375,"Chambers, Tom (I)",77,147
0.343137,"Kratt, Chris",35,67
0.343137,"Graves, Bill",35,67
0.342857,"Williams, Barry (I)",108,207
0.342857,"Inagaki, Gorפ",60,115
0.342593,"Luke, Derek (I)",37,71
0.342541,"Reid, James (XXIV)",62,119
0.34252,"Goldwyn, Tony",87,167
0.342365,"Pratt, Chris (I)",139,267
0.342161,"McKean, Michael (I)",323,621
0.342105,"Stewart, Booboo",39,75
0.340852,"Hayes, Sean (I)",136,263
0.340741,"Darvill, Arthur",46,89
0.340541,"Sevilla, Ernesto",63,122
0.340471,"Jacobi, Derek",159,308
0.340426,"Romףn, Manolo",128,248
0.34,"Kratt, Martin",34,66
0.339744,"Mangan, Stephen",106,206
0.339623,"Glover, Crispin",36,70
0.339572,"Davidson, Tommy (I)",127,247
0.339286,"Ruonansuu, Jope",57,111
0.338983,"Silvestre, Miguel ֱngel",60,117
0.338776,"Keitel, Harvey",83,162
0.338583,"Blades, Rubיn",43,84
0.338432,"Piven, Jeremy",177,346
0.338384,"״gendahl, Mick",67,131
0.338235,"Mirף, Pau",46,90
0.337547,"Donovan, Jason (I)",267,524
0.337349,"Schneider, Martin (I)",56,110
0.336538,"Groff, Jonathan (II)",35,69
0.336449,"Raminhos, Antףnio",72,142
0.336222,"Laurie, Hugh",194,383
0.336134,"Bardem, Carlos",40,79
0.336,"Trawick, Herb (I)",42,83
0.335968,"Funk, Terry",85,168
0.335782,"Begley Jr., Ed",320,633
0.334802,"Simm, John",76,151
0.334437,"San Juan, Alberto",101,201
0.334337,"Consuelos, Mark (I)",111,221
0.333333,"Wylde, Chris",39,78
0.333333,"Santos, Johan",154,308
0.333333,"Grammer, Kelsey",326,652
0.333333,"Cevikkollu, Fatih",37,74
0.333333,"Burns, Regan",77,154
0.332192,"Hart, Bret",194,390
0.33209,"Enfield, Harry",89,179
0.331658,"Modine, Matthew",66,133
0.331658,"Gonzalez, Carlo",66,133
0.331565,"Coleman, Gary (I)",125,252
0.331522,"Echanove, Juan",183,369
0.331361,"Edgerton, Joel",56,113
0.331325,"Feig, Paul",55,111
0.330645,"Cooper, Chris (I)",41,83
0.329759,"Tomlinson, Ricky",123,250
0.329331,"Kemp, Martin (I)",192,391
0.329268,"Hurt, John",162,330
0.329193,"Guillיn, Fernando (I)",106,216
0.328829,"Odenkirk, Bob",146,298
0.328605,"Wilson, Rainn",139,284
0.328063,"Sessions, John (I)",83,170
0.327869,"Morel, Franחois (I)",60,123
0.327801,"Van Dam, Rob",79,162
0.327354,"Reedus, Norman",73,150
0.327273,"Urbanus",36,74
0.327273,"Ramirez, Efren (I)",36,74
0.327273,"Pedersen, Andreas Bo",36,74
0.327072,"Winkler, Henry",296,609
0.326923,"Martin-Laval, Pierre-Franחois",34,70
0.326923,"Crawford, Noah",34,70
0.326877,"Sabato Jr., Antonio",135,278
0.326733,"Porchat, Fבbio (I)",33,68
0.326733,"Dalton, Timothy (I)",66,136
0.326389,"Wright, Jeffrey (I)",47,97
0.325942,"Gould, Elliott",147,304
0.325879,"Winstone, Ray (I)",102,211
0.325758,"Macnee, Patrick",258,534
0.325681,"Freeman, Morgan (I)",454,940
0.325678,"Arnett, Will",156,323
0.325342,"Mejםa, Mauricio (I)",95,197
0.325272,"Ritter, John",269,558
0.324607,"Garcia, Mimo",62,129
0.324561,"Adnet, Marcelo",37,77
0.324503,"Bateman, Jason",196,408
0.324324,"Charvet, David",60,125
0.324074,"Mas, Sergi",140,292
0.32381,"Courtenay, Tom",34,71
0.323741,"Sims, Jocko",45,94
0.323741,"Palmgren, Reidar",45,94
0.323625,"Horבcio, Marco",100,209
0.323529,"Garlin, Jeff",121,253
0.323232,"Swardson, Nick",64,134
0.323045,"Simmons, Ron (I)",157,329
0.32299,"Borgnine, Ernest",229,480
0.322314,"Landau, Martin",156,328
0.322075,"Willard, Fred",267,562
0.321839,"Joan, Joel",196,413
0.321168,"DeMott, Bill",44,93
0.320755,"Forrest, Bryan (I)",34,72
0.320611,"Brandauer, Klaus Maria",42,89
0.320388,"del Sel, Miguel",33,70
0.320225,"Williams, Harland",114,242
0.32,"Lee, Jason (I)",88,187
0.319767,"Luppi, Federico",55,117
0.319728,"Nieminen, Riku",47,100
0.319328,"Jackson, Brandon T.",38,81
0.318919,"Gruffudd, Ioan",59,126
0.318681,"Koulouris, Thrasivoulos",58,124
0.318584,"Perugorrםa, Jorge",36,77
0.318519,"Darthיs, Juan",43,92
0.318182,"O'Brien, Richard (I)",63,135
0.317881,"Amalric, Mathieu",48,103
0.31746,"Lastra, Iker (I)",40,86
0.317308,"Cooper, Emrhys",33,71
0.317181,"Marchand, Guy",72,155
0.316547,"Nave, Steve",44,95
0.316143,"Hader, Bill",141,305
0.316062,"Chmela, Igor",122,264
0.315385,"Gibson, Brandon (I)",41,89
0.315315,"Pryce, Jonathan",70,152
0.315152,"Larsen, Thomas Bo",52,113
0.315152,"Ansari, Aziz",104,226
0.314815,"Houde, Harrison",34,74
0.31457,"Canut, Carles",95,207
0.314286,"Daniels, Anthony (I)",55,120
0.31348,"Miller, Ben (II)",100,219
0.313433,"Weatherly, Michael (I)",189,414
0.313043,"Norris, Chuck",108,237
0.3125,"Burns, Burnie",50,110
0.312312,"Stonestreet, Eric",104,229
0.311653,"Lee, Bobby (I)",115,254
0.311558,"Gףmez, Bicho",62,137
0.311377,"Piccoli, Michel",104,230
0.311111,"Weiner, Marc (I)",70,155
0.310992,"Kattan, Chris",116,257
0.310976,"Herngren, Felix",102,226
0.310933,"Danson, Ted",310,687
0.310924,"Silvennoinen, Heikki",37,82
0.310078,"Barr, Jean-Marc (I)",40,89
0.309859,"Cole, Jasper",66,147
0.309524,"Muסoz de Mesa, Antonio",78,174
0.309122,"Head, Anthony",183,409
0.309091,"Lipnicki, Jonathan",34,76
0.308901,"Cryer, Jon",177,396
0.308219,"Wright, Dan (V)",45,101
0.307087,"Short, Columbus",39,88
0.305825,"Fair, Mel",63,143
0.305785,"Cabrera, Santiago",37,84
0.305785,"Adams, Kev",37,84
0.305556,"du Mont, Sky",66,150
0.305419,"Judor, Eric",62,141
0.305389,"Waters, Derek (I)",51,116
0.305322,"Prats, John",109,248
0.305085,"DiBiase, Ted",108,246
0.304965,"Lynch, Ross (II)",43,98
0.304553,"Powell, Robert (I)",194,443
0.304487,"Dםaz, Jordi (I)",95,217
0.304469,"Englund, Robert",109,249
0.304069,"Olmos, Edward James",142,325
0.304054,"Baiדo, Joדo",180,412
0.304,"Amadeo, Benjamםn",38,87
0.303797,"Laviscount, Lucien",48,110
0.303797,"Acda, Thomas",48,110
0.303653,"Sutherland, Donald (I)",133,305
0.303571,"Iura, Arata",34,78
0.303571,"Atkins, Christopher",51,117
0.303226,"Rivera, Leandro (I)",47,108
0.302554,"Hyde Pierce, David",154,355
0.302326,"Nicholas, Paul (I)",78,180
0.302198,"Valentine, Greg",55,127
0.302083,"Marielle, Jean-Pierre",58,134
0.301818,"Paul, Aaron (I)",83,192
0.301724,"Olivier, Philip (I)",35,81
0.301653,"Smith, Mel (I)",73,169
0.301527,"O'Dogherty, Alex",79,183
0.301053,"Bana, Eric",143,332
0.301038,"Cummings, Brian (I)",87,202
0.300885,"O'Hanlon, Ardal",68,158
0.300613,"Rock, Tony (II)",49,114
0.300518,"Soto, Edu",174,405
0.3,"Stuart, Claude",36,84
0.3,"Cullen, Seבn",132,308
0.299445,"Ortiz, Miguel (I)",162,379
0.299213,"Murphy, Charlie (VIII)",38,89
0.298387,"Diefenthal, Frיdיric",37,87
0.298223,"Mathison, Cameron",470,1106
0.297959,"Vogel, Jrgen (I)",73,172
0.297945,"Hanks, Colin",87,205
0.297535,"O'Connell, Jerry",169,399
0.297101,"Jacobson, Shane (I)",41,97
0.296943,"Sudeikis, Jason",136,322
0.296296,"Diego, Juan (I)",112,266
0.296137,"Abraham, F. Murray",69,164
0.296089,"Oka, Masi",106,252
0.296089,"Gonzבlez, ֱlex (II)",53,126
0.295987,"Beers, Thom",177,421
0.295943,"Reiser, Paul (I)",124,295
0.295833,"Martin, Duane",71,169
0.295652,"Brandoni, Luis",34,81
0.295556,"Muסoz, Miguel ֱngel (II)",133,317
0.295455,"Maslow, James",39,93
0.295238,"Muniz, Frankie",93,222
0.295082,"Stepבn, Petr",36,86
0.294949,"Van Patten, Dick",146,349
0.294872,"Kelly, Dean Lennox",46,110
0.294118,"Mantegna, Joe",200,480
0.293785,"Poncela, Eusebio",52,125
0.293651,"Jones, Orlando",74,178
0.293465,"Sheen, Martin",238,573
0.293333,"Mion, Marcos",66,159
0.293103,"Oswalt, Patton",204,492
0.293003,"Goodman, John (I)",201,485
0.292135,"Ramsay, Derek",78,189
0.292035,"Berhoun, Slimane-Baptiste",33,80
0.291925,"Routh, Brandon",47,114
0.291391,"Astin, Sean",132,321
0.291312,"Perry, Matthew (I)",171,416
0.291045,"Galabru, Michel",117,285
0.290909,"Bomer, Matt",64,156
0.290598,"Jupp, Miles",68,166
0.290476,"Jordan, Michael B.",61,149
0.290435,"Garner, James (I)",167,408
0.290411,"Kessler, Michael (I)",106,259
0.290323,"Lucas, Matt (I)",117,286
0.290179,"Criss, Darren",65,159
0.290155,"Cade, Garrison",56,137
0.289855,"Bleibtreu, Moritz",40,98
0.289825,"Michaels, Shawn (V)",282,691
0.289568,"Heyman, Paul",161,395
0.289474,"Dulיry, Antoine",55,135
0.289308,"Langa, Ramףn",46,113
0.289256,"Michaels, Sean (I)",35,86
0.289157,"Balaban, Bob",48,118
0.288889,"Boldi, Massimo",39,96
0.288591,"Gleeson, Brendan",43,106
0.288321,"Romero, Guillermo (II)",79,195
0.28821,"Morgan, Jeffrey Dean",66,163
0.287958,"Glover, Donald",55,136
0.287791,"Walsh, Matt (I)",99,245
0.287313,"Van Peebles, Mario",77,191
0.28655,"Carreras, Joan (I)",49,122
0.286445,"Schroder, Ricky",112,279
0.285714,"de Almeida, Joaquim",60,150
0.285714,"Sanders, Jay O.",94,235
0.285714,"Berg, Peter (I)",62,155
0.285714,"Benedict, Dirk",74,185
0.285393,"Piper, Roddy",127,318
0.285256,"Reyes, Joaquםn (I)",89,223
0.284946,"Hodder, Kane",53,133
0.284916,"Krabbי, Jeroen",51,128
0.284689,"Fox, Matthew (I)",119,299
0.283951,"Bauman, Jay",46,116
0.283784,"Sauk, Stefan",42,106
0.283784,"Klebba, Martin",42,106
0.283784,"Gבlvצlgyi, Jבnos",63,159
0.283582,"Reubens, Paul",76,192
0.283582,"Herbst, Christoph Maria",57,144
0.283465,"Bell, Geoffrey (IV)",36,91
0.283333,"Ace, Barry",34,86
0.283237,"Alonso, Laz",49,124
0.282983,"Smits, Jimmy",148,375
0.282511,"Kenter, Tommy",63,160
0.282353,"Ochsenknecht, Uwe",72,183
0.282258,"De Groodt, Stיphane",35,89
0.281457,"de la Rosa, Secun",85,217
0.281437,"Summanen, Petteri",47,120
0.281013,"Holbrook, Hal",111,284
0.280702,"Rowsthorn, Peter",48,123
0.280632,"Curry, Mark (I)",71,182
0.28013,"Landesberg, Steve (I)",86,221
0.28,"Vondrבcek, Petr",56,144
0.28,"Azorםn, Eloy",49,126
0.279773,"LeBlanc, Matt (I)",148,381
0.27933,"Blood, Richard",50,129
0.279279,"Lewis, Damian (I)",62,160
0.278652,"Leףn, Paco",124,321
0.278481,"Levy, Eugene (I)",110,285
0.278161,"Denton, James (I)",121,314
0.278157,"Baker, Tom (I)",163,423
0.277778,"Schweig, Eric",40,104
0.277615,"Cena, John",284,739
0.277193,"Al, Alex",79,206
0.276753,"Shamrock, Ken",75,196
0.276515,"Brasseur, Claude (I)",73,191
0.276316,"Jodoin, Guy",42,110
0.276284,"Merlo, Luis",113,296
0.276074,"Koenig, Walter (I)",45,118
0.275986,"Bourne, Shane",77,202
0.275641,"Mintz-Plasse, Christopher",43,113
0.275591,"Cervantes, ֱlvaro",35,92
0.275434,"Diamond, Dustin",111,292
0.275362,"Pastore, Vincent (I)",76,200
0.275281,"Weller, Peter (I)",49,129
0.275132,"Tanabe, Seiichi (I)",52,137
0.275081,"Dern, Bruce (I)",85,224
0.274834,"Campilongo, Martםn",83,219
0.274336,"Rabal, Francisco",93,246
0.274336,"Holloway, Josh (I)",62,164
0.274232,"Coyote, Peter",116,307
0.274102,"Meadows, Tim",145,384
0.274096,"Gracia, Sancho",91,241
0.273333,"Savage, Randy (II)",123,327
0.273224,"Stamp, Terence",50,133
0.272989,"Thomas, Jay (I)",95,253
0.272425,"Dance, Charles (I)",82,219
0.272321,"Zane, Billy",61,163
0.272189,"Shearsmith, Reece",46,123
0.272152,"Barrie, Chris",86,230
0.272109,"Casamajor, Roger",40,107
0.272059,"Cappe, Noah",37,99
0.27193,"Muסoz, Pep Anton",124,332
0.271889,"Corboy, Matt",59,158
0.271777,"Hall, Michael C. (I)",78,209
0.271739,"Rich, Claude",50,134
0.271739,"Broadbent, Jim",75,201
0.271523,"Ladoire, ׃scar",82,220
0.271429,"Palfrader, Robert",57,153
0.271341,"Hall, Scott (I)",89,239
0.271277,"Dringer, Roland",51,137
0.271233,"Okerlund, Gene",99,266
0.271186,"Garף, ֱngel",80,215
0.270936,"Zegers, Chris",55,148
0.270833,"Showalter, Michael (I)",39,105
0.270718,"Douglas, Shane (I)",49,132
0.270479,"Blessed, Brian",175,472
0.270386,"Kim, Hee-chul (I)",63,170
0.270089,"Viyuela, Pepe",121,327
0.270073,"Brown, Bryan (I)",37,100
0.270049,"Havers, Nigel",165,446
0.269697,"Nayyar, Kunal",89,241
0.269663,"Clotworthy, Robert",96,260
0.269406,"Madsen, Michael (I)",118,320
0.269129,"Wayans, Damon",102,277
0.268817,"Horne, Mathew",50,136
0.26875,"Moore, Trevor (VII)",43,117
0.26875,"Hartnell, William (I)",86,234
0.268707,"Nielsen, Leslie",158,430
0.268657,"Mהkinen, Jarmo",54,147
0.268571,"Sachs, Andrew (II)",94,256
0.268456,"Anglade, Jean-Hugues",40,109
0.268222,"Massey, Kyle (I)",92,251
0.267606,"Pauls, Nicolבs",57,156
0.267465,"Solo, Bruno",134,367
0.26738,"Soul, David",100,274
0.267327,"Crawford, Chace",54,148
0.266667,"Lindhardt, Thure",48,132
0.266667,"Dchar, Nasrdin",36,99
0.266436,"Page, Dallas",77,212
0.266393,"Drake (IV)",65,179
0.266332,"Cantף, Toni",106,292
0.266304,"Touriסבn, Xosי A.",98,270
0.266272,"Fleischer, Charles",45,124
0.265873,"Washington, Isaiah (I)",67,185
0.265823,"Harmon, Dan",42,116
0.265781,"York, Michael (I)",80,221
0.265625,"Dinklage, Peter",51,141
0.265625,"Dancy, Hugh",34,94
0.265393,"Heenan, Bobby",125,346
0.265306,"Sy, Rob",65,180
0.265306,"Noto, Peter Austin",78,216
0.265136,"Gutiיrrez Caba, Emilio",127,352
0.265023,"Foley, Dave (I)",172,477
0.264615,"Phillips, Leslie (I)",86,239
0.264368,"Facinelli, Peter",69,192
0.264249,"Barnatבn, Jimmy",51,142
0.264177,"Belzer, Richard",191,532
0.264151,"Lawson, Josh (II)",56,156
0.263959,"McDermott, Dylan",104,290
0.263804,"Bakkedahl, Dan",43,120
0.263636,"Latre, Carlos",203,567
0.263473,"Edelmann, Samuli",44,123
0.263427,"Davis, Ossie",103,288
0.263314,"Greene, Graham (II)",89,249
0.263305,"Hamlin, Harry",94,263
0.263158,"Darroussin, Jean-Pierre",40,112
0.262673,"McShane, Michael (I)",57,160
0.2625,"Lima, Andrיs (I)",42,118
0.262411,"Suchet, David",74,208
0.262411,"Siffredi, Rocco",37,104
0.262069,"Tortora, Massimiliano (I)",38,107
0.261851,"Folk, Abel",116,327
0.261698,"Gerschtanowitz, Winston",151,426
0.261364,"Irwin, Bill (I)",46,130
0.261261,"Davison, Peter (I)",145,410
0.26087,"Simpson, Alisdair",42,119
0.260638,"Bro, Nicolas (I)",49,139
0.260331,"Montesinos, Guillermo",63,179
0.260181,"Schwimmer, David (I)",115,327
0.259887,"Van Der Beek, James",92,262
0.259868,"Grace, Topher",79,225
0.25974,"Dye, Dale",40,114
0.259669,"Rooker, Michael (I)",47,134
0.259615,"Chestnut, Morris",54,154
0.259352,"MacLachlan, Kyle",104,297
0.259328,"Puigcorbי, Juanjo",139,397
0.259124,"McGann, Paul (I)",71,203
0.258993,"Thornton, Pat",36,103
0.258741,"Jean-Louis, Jimmy",37,106
0.258537,"Skarsgוrd, Stellan",53,152
0.258503,"Jane, Thomas",38,109
0.258486,"Echarri, Pablo",99,284
0.258398,"Bischoff, Eric (I)",100,287
0.258065,"Kivinen, Mikko",56,161
0.257874,"Walker, Doug (VI)",262,754
0.257851,"Lawrence, Joey (IV)",156,449
0.257576,"Hatch, Richard (I)",68,196
0.257485,"Qualls, DJ",43,124
0.257463,"Sweeney, D.B.",69,199
0.257143,"Sorola, Gus",36,104
0.257143,"Nighy, Bill",72,208
0.256944,"Hoffman, Robert (X)",37,107
0.256944,"D'Elia, Chris",37,107
0.256881,"Roberts, Jake (II)",56,162
0.256757,"Fernבndez, Arturo (I)",76,220
0.255499,"Vasconcelos, Josי Pedro",151,440
0.255319,"Berthelsen, Anders W.",48,140
0.254937,"Underwood, Blair",142,415
0.254808,"Lucas, Josh (I)",53,155
0.254658,"Penner, Jonathan (I)",41,120
0.254658,"Hanin, Roger",82,240
0.254438,"Shannon, Michael (V)",43,126
0.254386,"Richards, Michael (I)",87,255
0.254386,"Fleeshman, Richard",58,170
0.25419,"Galiardo, Juan Luis",91,267
0.254083,"Carradine, David",140,411
0.253425,"Yeun, Steven",37,109
0.253333,"Jones, Bruce (I)",114,336
0.253333,"Isaacs, Jason",76,224
0.253333,"Hadar, Zvika",57,168
0.253283,"Valderrama, Wilmer",135,398
